Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,Screen_Width,Screen_Height,CPU_Brand,CPU_Frequency,Memory_Amount,Memory_Type,GPU_Brand
Lenovo,Notebook,15.6,8,No OS,2.2,659.01,1920,1080,Intel,2.7,1000000,HDD,Nvidia
Acer,Notebook,15.6,2,Chrome OS,2.19,199.0,1366,768,Intel,1.5,16000,SSD,Intel
Asus,Gaming,17.3,8,Windows 10,3.0,1187.0,1920,1080,Intel,2.8,1000000,HDD,Nvidia
HP,Notebook,17.3,8,Windows 10,2.54,489.0,1600,900,Intel,2.0,1000000,HDD,Intel
Dell,Notebook,15.6,8,Windows 10,2.0,1829.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
Lenovo,Notebook,15.6,8,Windows 10,2.05,739.0,1920,1080,Intel,1.6,256000,SSD,Intel
Lenovo,Gaming,15.6,8,Windows 10,3.2,1299.0,1920,1080,Intel,2.8,1000000,HDD,Nvidia
Acer,Notebook,15.6,8,Linux,2.5,979.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
Dell,Workstation,17.3,16,Windows 10,3.42,2884.86,1920,1080,Intel,2.9,256000,SSD,Nvidia
Lenovo,Notebook,15.6,6,Windows 10,2.4,499.0,1920,1080,AMD,2.4,1000000,HDD,AMD
Asus,Ultrabook,15.6,16,Windows 10,1.63,1468.0,1920,1080,Intel,2.7,512000,SSD,Nvidia
Asus,Notebook,14.0,4,Windows 10,1.3,509.0,1366,768,Intel,2.4,128000,SSD,Intel
Asus,Gaming,17.3,16,Windows 10,2.9,2122.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
Lenovo,Notebook,17.3,6,Windows 10,2.8,649.0,1600,900,Intel,2.5,1000000,HDD,Nvidia
Lenovo,Notebook,15.6,8,No OS,2.2,549.0,1366,768,Intel,2.5,2000000,HDD,Nvidia
Asus,Gaming,15.6,8,Windows 10,2.5,1265.0,1920,1080,Intel,2.8,128000,SSD,Nvidia
Lenovo,Notebook,15.6,4,No OS,2.2,359.99,1366,768,Intel,1.1,1000000,HDD,Intel
HP,2in1_Convertible,13.3,16,Windows 10,1.28,1975.0,1920,1080,Intel,2.8,256000,SSD,Intel
Lenovo,Notebook,15.6,8,Windows 10,2.3,819.0,1920,1080,Intel,2.5,128000,SSD,Nvidia
HP,Notebook,15.6,4,Windows 10,1.86,469.0,1920,1080,Intel,2.0,1000000,HDD,Intel
Lenovo,Notebook,13.3,8,Windows 10,1.1,999.0,1920,1080,Intel,2.5,256000,SSD,Intel
Dell,Ultrabook,13.3,16,Windows 10,1.21,2499.0,3840,2160,Intel,1.8,1000000,SSD,Intel
Acer,Notebook,15.6,8,Windows 10,2.23,469.0,1920,1080,AMD,2.2,256000,SSD,AMD
Asus,2in1_Convertible,11.6,2,Windows 10,1.1,275.0,1366,768,Intel,1.1,32000,Flash,Intel
Dell,Notebook,15.6,8,Windows 10,2.33,844.0,1920,1080,Intel,1.6,128000,SSD,AMD
HP,2in1_Convertible,13.3,16,Windows 10,1.29,2449.0,3840,2160,Intel,1.8,1000000,SSD,Intel
Lenovo,Notebook,13.3,4,Chrome OS,1.45,459.9,1366,768,Intel,1.6,16000,Flash,Intel
HP,Notebook,14.0,8,Windows 10,1.95,980.0,1920,1080,Intel,2.5,256000,SSD,Intel
Acer,Notebook,11.6,4,Windows 10,1.4,485.0,1366,768,Intel,1.6,128000,Flash,Intel
HP,Notebook,14.0,8,Windows 10,1.48,1292.0,1920,1080,Intel,2.7,256000,SSD,Intel
Lenovo,Notebook,17.3,4,Windows 10,2.79,589.0,1600,900,Intel,2.5,1000000,HDD,Nvidia
Asus,Notebook,14.0,8,Windows 10,2.0,1094.0,1920,1080,Intel,2.7,256000,SSD,Intel
HP,Notebook,15.6,8,Windows 10,2.1,902.0,1366,768,Intel,1.8,1000000,HDD,Intel
Acer,Notebook,15.6,8,Windows 10,2.2,659.0,1366,768,AMD,2.7,256000,SSD,AMD
Lenovo,Notebook,14.0,4,Windows 10,1.44,292.0,1366,768,Intel,1.1,32000,Flash,Intel
Acer,Notebook,15.6,6,Windows 10,2.23,549.0,1366,768,Intel,2.5,1000000,HDD,Intel
Asus,Ultrabook,15.6,8,Windows 10,1.7,1049.9,1920,1080,Intel,2.7,256000,SSD,Nvidia
HP,Ultrabook,12.5,8,Windows 10,1.26,1335.0,1920,1080,Intel,2.7,256000,SSD,Intel
Dell,Notebook,15.6,32,Windows 10,2.06,2639.0,3840,2160,Intel,2.8,1000000,SSD,Nvidia
Asus,Notebook,14.0,8,Windows 10,2.0,1334.0,1920,1080,Intel,2.7,256000,SSD,Intel
Lenovo,Notebook,15.6,4,Windows 10,1.85,449.0,1920,1080,Intel,2.0,1000000,HDD,Intel
Asus,Gaming,15.6,8,Windows 10,2.5,999.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
HP,Notebook,14.0,8,Windows 10,1.48,1268.0,1920,1080,Intel,2.6,256000,SSD,Intel
Dell,Ultrabook,15.6,8,Windows 10,1.9,1049.0,1920,1080,Intel,1.6,128000,SSD,Nvidia
HP,Notebook,15.6,8,Windows 10,1.84,1144.0,1920,1080,Intel,2.5,256000,SSD,Intel
Asus,Notebook,15.6,4,Linux,2.0,274.99,1366,768,Intel,1.1,1000000,HDD,Intel
Dell,Notebook,15.6,8,Windows 10,2.0,1142.75,1920,1080,Intel,1.6,256000,SSD,Nvidia
Dell,Notebook,15.6,4,Linux,2.2,274.9,1366,768,Intel,1.6,500000,HDD,Intel
Lenovo,Notebook,15.6,12,Windows 10,2.2,899.0,1920,1080,AMD,3.6,2000000,HDD,AMD
HP,Notebook,15.6,8,Windows 10,2.1,716.0,1920,1080,Intel,2.4,1000000,HDD,Nvidia
Lenovo,2in1_Convertible,13.9,16,Windows 10,1.4,2099.0,3840,2160,Intel,1.8,512000,SSD,Intel
Dell,Ultrabook,13.3,8,Windows 10,1.2,1579.0,1920,1080,Intel,1.8,256000,SSD,Intel
Lenovo,Gaming,15.6,16,Windows 10,2.4,1129.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
HP,Notebook,14.0,2,Windows 10,1.44,279.0,1366,768,Intel,1.6,32000,Flash,Intel
Dell,Ultrabook,15.6,16,Windows 10,1.88,1607.96,1920,1080,Intel,1.9,512000,SSD,Intel
Asus,2in1_Convertible,11.6,4,Windows 10,1.5,375.0,1366,768,Intel,1.1,32000,Flash,Intel
Dell,Ultrabook,15.6,8,Windows 10,1.9,663.0,1920,1080,Intel,1.6,1000000,HDD,AMD
Dell,Notebook,15.6,16,Windows 10,2.06,2027.42,3840,2160,Intel,2.8,512000,SSD,Nvidia
HP,Notebook,15.6,8,Windows 10,1.84,1304.0,1920,1080,Intel,2.7,256000,SSD,Intel
HP,Workstation,15.6,8,Windows 10,2.6,1738.27,1920,1080,Intel,2.8,256000,SSD,Nvidia
Dell,Notebook,15.6,8,Windows 10,2.02,970.9,1920,1080,Intel,1.8,128000,SSD,AMD
Lenovo,Notebook,15.6,4,No OS,2.2,321.99,1366,768,Intel,1.1,1000000,HDD,Intel
Dell,Gaming,15.6,8,Windows 10,2.65,999.0,1920,1080,Intel,2.5,1000000,HDD,Nvidia
Dell,Notebook,15.6,8,Windows 10,2.36,557.37,1366,768,Intel,2.5,2000000,HDD,Intel
Dell,Notebook,14.0,8,Windows 10,1.36,1427.0,1920,1080,Intel,2.6,256000,SSD,Intel
HP,Notebook,15.6,4,Windows 10,1.86,439.0,1366,768,Intel,2.0,500000,HDD,Intel
Asus,Notebook,14.0,8,Windows 10,2.0,945.0,1920,1080,Intel,2.5,256000,SSD,Intel
Lenovo,Notebook,17.3,6,Windows 10,2.8,719.0,1600,900,Intel,2.5,128000,SSD,Nvidia
HP,Notebook,15.6,8,Windows 10,1.86,639.0,1920,1080,Intel,2.5,1000000,HDD,Intel
Lenovo,Notebook,15.6,8,No OS,2.2,499.0,1366,768,Intel,2.0,256000,SSD,Nvidia
HP,Notebook,15.6,8,Windows 10,2.04,389.0,1366,768,Intel,1.6,2000000,HDD,Intel
Dell,Notebook,17.3,8,Windows 10,2.8,1085.0,1920,1080,Intel,1.6,128000,SSD,AMD
Lenovo,Gaming,15.6,8,No OS,2.4,809.0,1920,1080,Intel,2.5,128000,SSD,Nvidia
Dell,Notebook,15.6,8,Windows 10,2.33,899.0,1920,1080,Intel,2.7,256000,SSD,AMD
HP,Ultrabook,14.0,8,Windows 10,1.36,1750.0,1920,1080,Intel,2.7,256000,SSD,Intel
Asus,2in1_Convertible,15.6,12,Windows 10,2.26,1099.0,1920,1080,Intel,2.7,512000,SSD,Nvidia
Acer,Notebook,15.6,4,Windows 10,2.1,426.0,1366,768,AMD,3.0,128000,SSD,AMD
Asus,Gaming,17.3,16,Windows 10,3.25,2199.0,1920,1080,AMD,3.0,256000,SSD,AMD
Lenovo,Notebook,17.3,4,Windows 10,2.6,489.0,1600,900,AMD,2.2,128000,SSD,AMD
Dell,2in1_Convertible,13.3,8,Windows 10,1.62,869.01,1920,1080,Intel,1.8,256000,SSD,Intel
HP,Notebook,15.6,4,Windows 10,1.91,488.99,1920,1080,AMD,3.0,256000,SSD,AMD
Lenovo,Netbook,11.6,4,Windows 10,1.59,553.0,1366,768,Intel,1.1,128000,SSD,Intel
Dell,Notebook,15.6,4,Windows 10,1.8,309.0,1366,768,Intel,1.6,500000,HDD,Intel
Asus,Notebook,14.0,4,Windows 10,1.5,286.0,1366,768,Intel,1.1,32000,Flash,Intel
Acer,Notebook,15.6,8,Linux,2.4,846.0,1920,1080,Intel,2.8,1000000,HDD,Nvidia
HP,Gaming,17.3,8,Windows 10,3.35,1191.0,1920,1080,Intel,2.8,128000,SSD,Nvidia
Lenovo,Notebook,15.6,4,No OS,1.85,403.5,1920,1080,Intel,2.0,128000,SSD,Intel
Asus,Gaming,15.6,8,Windows 10,2.3,1655.0,1920,1080,Intel,2.8,128000,SSD,Nvidia
Lenovo,Notebook,14.0,8,Windows 10,1.5,1099.0,1920,1080,Intel,2.5,256000,SSD,Nvidia
Asus,Ultrabook,13.3,16,Windows 10,1.1,1748.9,1920,1080,Intel,2.7,512000,SSD,Intel
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,2282.0,2560,1440,Intel,2.7,512000,SSD,Intel
Lenovo,Notebook,13.3,4,Windows 10,1.5,549.0,1920,1080,Intel,2.4,128000,SSD,Intel
Dell,Workstation,15.6,8,Windows 10,2.23,1369.0,1920,1080,Intel,2.6,500000,HDD,AMD
Dell,Workstation,15.6,8,Windows 10,2.0,2135.0,1920,1080,Intel,2.7,256000,SSD,Nvidia
Lenovo,2in1_Convertible,14.0,16,Windows 10,1.42,2509.0,2560,1440,Intel,2.7,512000,SSD,Intel
Asus,Gaming,17.3,8,Windows 10,3.0,1039.0,1920,1080,Intel,2.8,1000000,HDD,Nvidia
Asus,Gaming,17.3,16,Windows 10,3.0,1591.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
Acer,Notebook,15.6,12,Windows 10,2.2,693.99,1366,768,Intel,1.6,1000000,HDD,Nvidia
Dell,Notebook,15.6,8,Linux,2.33,778.87,1920,1080,Intel,2.7,256000,SSD,AMD
HP,Ultrabook,15.6,4,Windows 10,1.91,499.0,1920,1080,AMD,3.0,256000,SSD,AMD
Lenovo,Notebook,15.6,8,Windows 10,2.1,1229.56,1920,1080,Intel,1.8,256000,SSD,AMD
Lenovo,Notebook,14.0,8,Windows 10,1.9,938.0,1920,1080,Intel,2.5,256000,SSD,Intel
Dell,Workstation,15.6,8,Windows 10,1.78,2712.0,3840,2160,Intel,2.8,256000,SSD,Nvidia
Lenovo,Ultrabook,14.0,16,Windows 10,1.13,2625.0,2560,1440,Intel,2.7,1000000,SSD,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.2,306.0,1366,768,Intel,1.1,1000000,HDD,Intel
Asus,Gaming,17.3,16,Windows 10,2.9,1529.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
Lenovo,Notebook,15.6,8,Windows 10,2.1,1144.5,1920,1080,Intel,1.6,256000,SSD,AMD
Acer,Notebook,15.6,8,Linux,2.5,879.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
Asus,Ultrabook,14.0,8,Windows 10,1.1,1873.0,1920,1080,Intel,2.7,512000,SSD,Intel
Dell,Ultrabook,14.0,8,Windows 10,1.36,1680.0,1920,1080,Intel,2.8,512000,SSD,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.2,409.0,1920,1080,Intel,2.0,500000,HDD,Intel
Lenovo,Notebook,11.6,2,Windows 10,1.15,304.45,1366,768,Intel,1.1,32000,Flash,Intel
Lenovo,Workstation,15.6,8,Windows 10,2.67,1925.0,1920,1080,Intel,2.8,512000,SSD,Nvidia
Lenovo,Ultrabook,14.0,8,Windows 10,1.7,1943.0,2560,1440,Intel,2.8,512000,SSD,Nvidia
HP,Notebook,15.6,4,Windows 10,2.1,469.0,1920,1080,Intel,2.0,1000000,HDD,AMD
Acer,2in1_Convertible,13.3,8,Windows 10,1.6,789.01,1920,1080,Intel,2.5,256000,SSD,Intel
Asus,2in1_Convertible,13.3,8,Windows 10,1.27,928.0,1920,1080,Intel,2.5,256000,SSD,Intel
Dell,Notebook,15.6,4,Linux,2.3,598.9,1920,1080,Intel,2.5,256000,SSD,AMD
Dell,Notebook,13.3,4,Windows 10,1.65,689.0,1366,768,Intel,2.0,128000,SSD,Intel
HP,Ultrabook,14.0,8,Windows 10,1.43,1500.0,1920,1080,Intel,2.5,256000,SSD,Intel
Dell,Notebook,15.6,8,Windows 10,2.14,539.95,1366,768,Intel,2.5,1000000,HDD,Intel
Lenovo,Ultrabook,14.0,8,Windows 10,1.75,1215.38,1920,1080,Intel,1.8,256000,SSD,AMD
Lenovo,2in1_Convertible,15.6,16,Windows 10,2.0,1899.0,3840,2160,Intel,2.8,512000,SSD,Nvidia
HP,Notebook,15.6,8,Windows 10,2.31,1427.0,1920,1080,Intel,2.9,256000,SSD,Intel
Asus,Notebook,15.6,8,Linux,2.3,597.0,1920,1080,Intel,2.4,1000000,HDD,Nvidia
Dell,Gaming,17.3,16,Windows 10,4.42,2799.0,2560,1440,Intel,2.9,256000,SSD,Nvidia
Dell,Gaming,15.6,8,Windows 10,2.62,1159.0,1920,1080,Intel,2.8,128000,SSD,Nvidia
Dell,Notebook,15.6,8,Windows 10,2.02,1142.4,1920,1080,Intel,1.8,256000,SSD,AMD
Dell,Ultrabook,14.0,8,Linux,1.6,1099.0,1920,1080,Intel,2.8,256000,SSD,Intel
HP,Gaming,17.3,12,Windows 10,3.35,1999.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
Lenovo,Notebook,13.3,8,Windows 10,1.4,1010.0,1920,1080,Intel,2.7,256000,SSD,Intel
Lenovo,Notebook,14.0,4,Windows 10,1.7,599.0,1920,1080,Intel,2.7,128000,SSD,Intel
Lenovo,Workstation,15.6,16,Windows 10,2.3,2445.0,3840,2160,Intel,2.8,512000,SSD,Nvidia
Lenovo,Notebook,15.6,16,Windows 10,2.5,2449.0,1920,1080,Intel,2.9,512000,SSD,Nvidia
Asus,Gaming,17.3,8,Windows 10,3.2,1695.0,1920,1080,AMD,3.2,256000,SSD,AMD
HP,Notebook,15.6,4,Windows 10,2.1,347.0,1366,768,Intel,1.6,500000,HDD,Intel
Lenovo,Ultrabook,14.0,24,Windows 10,1.32,2382.0,2560,1440,Intel,2.7,512000,SSD,Intel
Asus,Notebook,15.6,4,Linux,2.0,559.0,1920,1080,Intel,2.5,256000,SSD,Intel
Lenovo,Notebook,17.3,8,Windows 10,2.8,519.0,1600,900,AMD,2.5,1000000,HDD,AMD
Dell,Notebook,15.6,4,Windows 10,2.2,749.0,1920,1080,Intel,1.6,256000,SSD,AMD
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1429.0,1920,1080,Intel,2.5,256000,SSD,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.2,349.0,1920,1080,Intel,1.1,128000,SSD,Intel
HP,Gaming,15.6,8,Windows 10,2.2,1099.0,1920,1080,Intel,2.8,128000,SSD,Nvidia
Dell,Notebook,14.0,8,Windows 10,1.64,1179.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
Acer,Notebook,15.6,4,Linux,2.4,441.8,1366,768,Intel,2.5,500000,HDD,Intel
Dell,Workstation,15.6,8,Windows 10,2.23,1993.0,1920,1080,Intel,3.0,64000,Flash,Nvidia
HP,Notebook,15.6,8,Windows 10,1.91,589.0,1366,768,Intel,2.5,128000,SSD,Intel
Dell,Workstation,15.6,16,Windows 10,2.17,1975.0,1920,1080,Intel,2.7,256000,SSD,Nvidia
HP,Workstation,15.6,8,Windows 10,2.31,1534.0,1920,1080,Intel,2.9,512000,SSD,Intel
Lenovo,Notebook,14.0,8,Windows 10,1.65,1345.0,1920,1080,Intel,2.5,256000,SSD,Intel
Dell,Notebook,15.6,8,Windows 10,2.36,979.0,1920,1080,Intel,1.8,128000,SSD,AMD
Dell,2in1_Convertible,11.6,4,Windows 10,1.47,479.0,1366,768,Intel,1.6,500000,HDD,Intel
Dell,Notebook,17.3,8,Windows 10,4.42,2046.0,1920,1080,Intel,2.7,1000000,HDD,Nvidia
HP,Notebook,17.3,8,Windows 10,2.5,639.9,1600,900,Intel,2.0,256000,SSD,Intel
Acer,Notebook,15.6,4,Windows 10,2.23,544.0,1920,1080,Intel,2.0,1000000,HDD,Nvidia
Acer,Netbook,11.6,4,Windows 10,1.4,435.0,1366,768,Intel,1.6,128000,SSD,Intel
Asus,Notebook,15.6,8,Windows 10,2.37,749.0,1920,1080,Intel,2.5,1000000,HDD,Intel
Lenovo,Notebook,14.0,8,No OS,1.5,799.0,1920,1080,Intel,2.7,512000,SSD,AMD
Lenovo,Notebook,15.6,8,Windows 10,2.67,2090.0,1920,1080,Intel,2.9,256000,SSD,Nvidia
Asus,Notebook,15.6,4,Windows 10,2.0,304.0,1366,768,Intel,1.1,500000,HDD,Intel
Acer,Notebook,15.6,4,Windows 10,2.2,469.0,1366,768,Intel,2.0,500000,HDD,Nvidia
Dell,Notebook,15.6,8,Windows 10,2.02,759.0,1920,1080,Intel,1.6,2000000,HDD,AMD
HP,Gaming,17.3,12,Windows 10,3.78,1699.0,1920,1080,Intel,2.8,1000000,HDD,Nvidia
Lenovo,Ultrabook,14.0,12,Windows 10,1.4,1858.0,2560,1440,Intel,2.6,256000,SSD,Intel
HP,2in1_Convertible,13.3,8,Windows 10,1.29,1999.0,3840,2160,Intel,1.8,512000,SSD,Intel
HP,Notebook,15.6,8,Windows 10,1.9,1154.0,1920,1080,Intel,2.5,500000,HDD,AMD
Dell,Ultrabook,13.3,8,Windows 10,1.42,1841.85,1920,1080,Intel,1.6,256000,SSD,Intel
Asus,Notebook,15.6,12,Windows 10,2.06,1299.0,3840,2160,Intel,2.6,128000,SSD,Intel
Dell,Notebook,14.0,8,Windows 10,1.79,740.0,1366,768,Intel,2.3,128000,SSD,Intel
Dell,Workstation,15.6,8,Windows 10,1.78,2408.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
Lenovo,Notebook,14.0,8,Windows 10,1.7,1364.0,1920,1080,Intel,2.5,180000,SSD,Intel
Dell,Notebook,15.6,8,Windows 10,2.2,675.0,1920,1080,Intel,1.6,1000000,HDD,AMD
Dell,Notebook,15.6,8,Windows 10,2.16,1262.0,1920,1080,Intel,1.8,512000,SSD,Nvidia
Dell,Notebook,15.6,4,Windows 10,2.18,586.6,1366,768,Intel,2.4,1000000,HDD,Intel
HP,Notebook,13.3,4,Windows 10,1.49,726.0,1920,1080,Intel,1.6,128000,SSD,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.3,565.0,1366,768,Intel,2.0,128000,SSD,Intel
Lenovo,Notebook,14.0,8,Windows 10,1.75,1049.0,1920,1080,Intel,1.6,256000,SSD,Intel
Dell,Workstation,15.6,16,Windows 10,2.17,2338.0,1920,1080,Intel,2.7,512000,SSD,Nvidia
Dell,Notebook,15.6,16,Windows 10,2.06,1899.0,1920,1080,Intel,2.8,512000,SSD,Nvidia
Lenovo,Ultrabook,12.5,16,Windows 10,1.36,1798.0,1920,1080,Intel,2.7,512000,SSD,Intel
Asus,Ultrabook,12.5,16,Windows 10,0.91,1950.0,1920,1080,Intel,2.7,512000,SSD,Intel
Lenovo,Notebook,15.6,8,Windows 10,2.3,1011.99,1920,1080,Intel,2.5,256000,SSD,Nvidia
Asus,Gaming,15.6,8,Windows 10,1.99,1350.0,1920,1080,Intel,2.8,128000,SSD,Nvidia
Acer,Notebook,15.6,8,Windows 10,2.2,579.0,1366,768,AMD,2.5,1000000,HDD,AMD
Asus,Gaming,17.3,24,Windows 10,4.33,1269.0,1920,1080,Intel,2.6,256000,SSD,Nvidia
Lenovo,Ultrabook,12.5,8,Windows 10,1.3,1099.0,1366,768,Intel,2.3,180000,SSD,Intel
Lenovo,Notebook,15.6,8,Windows 10,2.17,898.9,1920,1080,Intel,1.8,256000,SSD,Intel
HP,Notebook,14.0,8,Windows 10,1.48,1749.0,1920,1080,Intel,2.8,1000000,SSD,Intel
Lenovo,Notebook,13.3,8,Windows 10,1.4,949.0,1920,1080,Intel,2.4,256000,SSD,Intel
Lenovo,Notebook,15.6,8,Windows 10,2.3,911.0,1920,1080,Intel,2.5,256000,SSD,Intel
Asus,Netbook,11.6,4,Windows 10 S,1.2,340.0,1366,768,Intel,1.1,64000,Flash,Intel
HP,Notebook,15.6,8,Windows 10,1.91,618.99,1366,768,Intel,2.5,256000,SSD,AMD
Lenovo,2in1_Convertible,13.9,8,Windows 10,1.4,1599.0,1920,1080,Intel,1.6,256000,SSD,Intel
Lenovo,Notebook,14.0,4,Windows 10,2.1,299.0,1366,768,Intel,1.1,500000,HDD,Intel
Lenovo,Netbook,11.6,4,Chrome OS,1.25,265.0,1366,768,Intel,1.6,16000,SSD,Intel
Lenovo,Notebook,13.3,8,Windows 10,1.44,949.0,1920,1080,Intel,2.5,256000,SSD,Intel
Asus,Notebook,15.6,8,Windows 10,2.0,1224.0,1920,1080,Intel,2.7,256000,SSD,Intel
Acer,Notebook,15.6,4,Windows 10,2.2,613.0,1920,1080,Intel,1.6,1000000,HDD,Nvidia
HP,Ultrabook,13.3,8,Windows 10,1.34,1323.0,1920,1080,Intel,2.7,512000,SSD,Intel
Lenovo,Gaming,15.6,8,No OS,2.4,1149.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
Dell,Ultrabook,13.3,8,Windows 10,1.29,899.0,1920,1080,Intel,2.5,128000,SSD,Intel
Acer,Notebook,15.6,4,Windows 10,2.2,639.0,1920,1080,Intel,2.7,500000,HDD,Nvidia
Dell,Notebook,15.6,8,Windows 10,2.18,836.0,1920,1080,Intel,2.5,1000000,HDD,Intel
Dell,Notebook,15.6,16,Windows 10,2.2,1219.24,1920,1080,Intel,1.8,256000,SSD,AMD
Asus,Netbook,11.6,2,Windows 10,1.1,245.0,1366,768,Intel,1.1,32000,Flash,Intel
HP,Notebook,15.6,4,Windows 10,2.04,521.47,1366,768,Intel,1.6,1000000,HDD,Intel
Asus,Gaming,15.6,24,Windows 10,2.24,2968.0,1920,1080,Intel,2.8,512000,SSD,Nvidia
HP,Notebook,15.6,8,Windows 10,2.04,889.0,1920,1080,Intel,2.5,256000,SSD,Nvidia
Asus,Gaming,17.3,16,Windows 10,3.0,1504.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
Lenovo,Gaming,15.6,8,Windows 10,3.2,1399.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
HP,Ultrabook,13.3,8,Windows 10,1.32,1399.0,1920,1080,Intel,2.7,256000,SSD,Intel
Dell,Notebook,14.0,8,Windows 10,1.64,1279.73,1920,1080,Intel,2.6,256000,SSD,Intel
HP,Notebook,15.6,4,Windows 10,1.63,689.0,1366,768,Intel,2.0,128000,SSD,Intel
Dell,Notebook,17.3,8,Linux,2.8,889.0,1920,1080,Intel,1.6,128000,SSD,AMD
Lenovo,Notebook,14.0,8,Windows 7,2.02,1340.0,1920,1080,Intel,2.3,256000,SSD,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.2,799.0,1920,1080,Intel,2.7,1000000,HDD,Nvidia
Lenovo,Notebook,15.6,8,No OS,2.2,459.0,1366,768,Intel,2.0,2000000,HDD,Nvidia
Dell,Notebook,15.6,4,Windows 10,2.3,585.0,1920,1080,Intel,2.5,500000,HDD,AMD
Dell,Notebook,15.6,8,Windows 10,1.9,1377.0,1920,1080,Intel,2.8,256000,SSD,Intel
Dell,Gaming,17.3,16,Windows 10,4.42,3012.77,1920,1080,Intel,2.8,128000,SSD,Nvidia
Asus,Notebook,15.6,8,Windows 10,2.0,1299.0,3840,2160,Intel,2.7,256000,SSD,Nvidia
Asus,Gaming,15.6,8,Windows 10,2.3,1649.0,1920,1080,Intel,2.5,128000,SSD,Nvidia
Dell,Notebook,15.6,8,Windows 10,1.93,1369.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
Dell,Notebook,15.6,8,Windows 10,2.2,797.41,1920,1080,Intel,1.6,256000,SSD,AMD
HP,Notebook,15.6,4,Windows 10,1.86,398.99,1920,1080,Intel,1.6,256000,SSD,Intel
HP,Gaming,17.3,12,Windows 10,2.62,1799.0,1920,1080,Intel,2.8,1000000,HDD,Nvidia
Lenovo,Notebook,14.0,8,Windows 10,1.87,859.0,1920,1080,Intel,2.7,256000,SSD,Nvidia
Dell,Ultrabook,13.3,8,Windows 10,1.2,1399.0,3200,1800,Intel,1.8,256000,SSD,Intel
Dell,Notebook,14.0,4,Windows 10,1.6,735.87,1920,1080,Intel,2.0,128000,SSD,Intel
HP,Ultrabook,13.3,8,Windows 10,1.34,1145.0,3200,1800,Intel,2.7,256000,SSD,Intel
Acer,Gaming,15.6,8,Linux,2.4,798.0,1920,1080,Intel,2.5,1000000,HDD,Nvidia
Asus,Notebook,15.6,4,Windows 10,2.0,349.0,1366,768,AMD,1.8,500000,HDD,AMD
HP,Notebook,15.6,4,Windows 10,2.1,705.5,1920,1080,Intel,2.4,128000,SSD,Intel
Lenovo,Notebook,14.0,4,Windows 10,1.87,785.0,1920,1080,Intel,2.5,500000,HDD,Intel
Lenovo,Notebook,15.6,4,No OS,2.15,462.35,1920,1080,Intel,2.3,1000000,HDD,Intel
HP,Notebook,15.6,4,Windows 10,1.86,397.0,1920,1080,Intel,2.0,500000,HDD,Intel
Lenovo,Notebook,15.6,8,Windows 10,1.99,1729.0,1920,1080,Intel,2.7,512000,SSD,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.2,499.0,1920,1080,Intel,2.0,128000,SSD,Intel
Dell,Notebook,15.6,8,Windows 10,1.9,1116.99,1920,1080,Intel,2.5,256000,SSD,Intel
Dell,Gaming,17.3,16,Windows 10,4.42,2699.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
HP,Notebook,17.3,8,Windows 10,2.65,544.15,1600,900,Intel,2.0,1000000,HDD,Intel
HP,Notebook,17.3,8,Windows 10,2.63,1280.0,1920,1080,Intel,2.7,1000000,HDD,Nvidia
Asus,Notebook,15.6,4,Linux,2.0,224.0,1366,768,Intel,1.1,500000,HDD,Intel
Lenovo,Notebook,17.3,6,Windows 10,2.8,949.0,1600,900,Intel,2.7,128000,SSD,Nvidia
HP,Notebook,15.6,6,Windows 10,1.91,568.9,1920,1080,AMD,2.5,128000,SSD,AMD
Dell,Notebook,15.6,4,Windows 10,2.18,617.9,1366,768,Intel,2.0,1000000,HDD,AMD
Acer,2in1_Convertible,11.6,4,Windows 10,1.25,349.0,1920,1080,Intel,2.0,32000,Flash,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.05,630.0,1920,1080,Intel,2.7,128000,SSD,Intel
HP,Ultrabook,13.3,16,Windows 10,1.16,1965.0,3200,1800,Intel,1.2,512000,SSD,Intel
